Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score,behavior_risk
PRV52769,1,40,40.0,40,1,0,-0.1628659375466221,0.0
PRV52770,7,1090,155.71428571428572,500,2,0,-0.1760459266036667,0.03419275
PRV52771,4,250,62.5,100,2,0,-0.1671601606817883,0.0
PRV52772,12,2050,170.83333333333334,500,1,0,-0.1735659218957335,0.018375145
PRV52773,2,150,75.0,100,1,0,-0.1664302278519466,0.0
PRV52774,4,300,75.0,100,3,0,-0.165696770180198,0.0
PRV52775,7,3790,541.4285714285714,2000,1,0,-0.1698922446570187,0.03515372
PRV52777,2,260,130.0,200,1,0,-0.1667222990191038,0.0
PRV52778,1,100,100.0,100,1,0,-0.165468060812217,0.0
PRV52781,1,100,100.0,100,1,0,-0.165468060812217,0.0
PRV52782,10,1730,173.0,1100,1,0,-0.1755020957335712,0.022158789
PRV52783,1,70,70.0,70,1,0,-0.1665502259879082,0.0
PRV52784,2,270,135.0,200,1,0,-0.1667222990191038,0.0
PRV52785,1,60,60.0,60,1,0,-0.1652606896469051,0.0
PRV52786,2,120,60.0,100,1,0,-0.1659528240326072,0.0
PRV52787,11,67000,6090.909090909091,11000,3,0,-0.1055296837374826,0.033764854
PRV52788,401,115280,287.48129675810475,3300,2,0,-0.0733509187910592,0.16261308
PRV52789,38,12500,328.94736842105266,2500,1,0,-0.1730535280767284,0.07499477
PRV52790,28,6860,245.0,1100,1,0,-0.1718257295993988,0.037555825
PRV52791,1,200,200.0,200,1,0,-0.166509409991149,0.0
PRV52792,5,320,64.0,100,1,0,-0.1641245032357562,0.07697372
PRV52793,17,4230,248.8235294117647,1500,1,0,-0.1763269763698544,0.0194507
PRV52794,1,30,30.0,30,1,0,-0.1625049873140977,0.0
PRV52795,19,6150,323.6842105263158,2700,11,0,-0.1744046472383127,0.021934101
PRV52796,48,16690,347.7083333333333,3300,2,0,-0.176589880613301,0.15757999
PRV52797,1,300,300.0,300,1,0,-0.1661220226784591,0.0
PRV52798,56,18160,324.2857142857143,2500,1,0,-0.1708712841788428,0.14785558
PRV52799,2,150,75.0,100,1,0,-0.1664302278519466,0.0
PRV52800,8,1890,236.25,900,3,0,-0.176014245138689,0.026605489
PRV52801,31,10510,339.03225806451616,3200,8,0,-0.1756954703607591,0.04380125
PRV52803,2,9000,4500.0,6000,2,0,-0.1123705843097196,0.0
PRV52804,1,36000,36000.0,36000,1,0,0.0864620051342923,0.0
PRV52806,2,16000,8000.0,10000,1,0,-0.0817813233513216,0.0
PRV52807,2,17000,8500.0,9000,1,0,-0.0769160269073566,0.0
PRV52808,5,31080,6216.0,11000,2,0,-0.104162927165527,0.09684004
PRV52810,6,76000,12666.666666666666,32000,1,0,-0.0302536973663258,0.087626725
PRV52813,17,142000,8352.941176470587,30000,4,0,-0.0659997541406162,0.07623897
PRV52814,2,6000,3000.0,3000,1,0,-0.1297080955810841,0.0
PRV52815,26,390000,15000.0,125000,4,1,0.1610153873142589,0.42685208
PRV52816,1,3000,3000.0,3000,1,0,-0.1286495568661075,0.0
PRV52818,39,9730,249.48717948717947,2500,19,0,-0.1674829157946514,0.07384664
PRV52820,32,6510,203.4375,1200,24,0,-0.1510881258576368,0.047747295
PRV52821,713,1822970,2556.760168302945,57000,14,1,0.1686162775614639,0.41976047
PRV52822,135,43480,322.0740740740741,3300,1,0,-0.1542492437105176,0.15728857
PRV52823,87,65100,748.2758620689655,14000,43,0,-0.1027055088099093,0.1701906
PRV52824,42,8740,208.0952380952381,3300,25,0,-0.1578509363589002,0.0963856
PRV52825,22,5870,266.8181818181818,1100,18,0,-0.1597600202761131,0.025657754
PRV52826,292,101600,347.94520547945206,3300,4,1,-0.0954092516278067,0.15468946
PRV52827,804,282060,350.82089552238807,3300,6,0,0.0108496816808948,0.17506555
PRV52828,44,221050,5023.863636363636,39000,10,1,-0.0719760352166773,0.34160528
PRV52829,533,226800,425.515947467167,11300,33,0,-0.0108927062216865,0.14581682
PRV52830,34,7250,213.23529411764707,2300,15,0,-0.1675230744114266,0.0483765
PRV52831,31,247920,7997.419354838709,57000,9,0,-0.0222402464264712,0.28119653
PRV52832,31,10180,328.38709677419354,3000,21,0,-0.1637328811206422,0.04652925
PRV52833,14,27460,1961.428571428572,10000,8,0,-0.1392357578557301,0.023521904
PRV52835,57,140360,2462.4561403508774,26000,39,0,-0.0721257341801518,0.2698112
PRV52836,21,53680,2556.190476190476,29000,17,0,-0.1081240453141637,0.037849255
PRV52837,71,31930,449.7183098591549,15000,42,0,-0.1102054742623122,0.16861966
PRV52838,83,25230,303.9759036144578,3300,8,0,-0.1696661921407679,0.17280266
PRV52839,33,12290,372.4242424242424,3300,27,0,-0.1558010407199306,0.053502243
PRV52841,3,13320,4440.0,13000,3,0,-0.1125046039298859,0.0
PRV52842,445,396510,891.0337078651686,68000,14,0,0.0422938878892958,0.15620486
PRV52843,251,592160,2359.203187250996,57000,134,1,0.1129488832407903,0.37733248
PRV52844,129,46950,363.953488372093,8000,58,0,-0.0788366705071531,0.16987105
PRV52845,231,268340,1161.6450216450216,118000,24,0,0.0959308067871432,0.14448042
PRV52846,241,2117010,8784.273858921162,57000,48,1,0.1756932340381524,0.73148644
PRV52847,92,617430,6711.195652173913,57000,20,1,0.0122862931055303,0.68423957
PRV52848,25,5280,211.2,1200,21,0,-0.1573870254742206,0.032622766
PRV52849,14,45780,3270.0,29000,11,0,-0.1081747703494999,0.026570212
PRV52850,146,48470,331.986301369863,16000,6,0,-0.1316369941327624,0.16045266
PRV52851,37,67460,1823.243243243244,16000,21,0,-0.1282409509274317,0.10217356
PRV52853,29,11050,381.0344827586207,3300,12,0,-0.1738046831668135,0.04352208
PRV52855,22,31800,1445.4545454545455,11000,13,0,-0.1449407098212004,0.033694506
PRV52857,459,196310,427.69063180827885,24000,21,0,-0.0293804759192027,0.15782098
PRV52858,80,164760,2059.5,33000,46,0,-0.0554047115716541,0.26308945
PRV52859,911,287930,316.059275521405,5200,24,0,0.0398688555854104,0.151411
PRV52860,393,107830,274.3765903307888,3300,7,1,-0.0818825837364705,0.16915826
PRV52861,14,1770,126.42857142857144,500,14,0,-0.1591359823210529,0.017524071
PRV52862,76,432660,5692.894736842105,36000,28,0,-0.0286799864938117,0.5340774
PRV52863,52,14650,281.7307692307692,3300,15,0,-0.1736124622496363,0.15501562
PRV52864,28,12870,459.6428571428572,3300,16,0,-0.1700079397108794,0.03841524
PRV52865,66,82790,1254.3939393939395,38000,23,0,-0.0885996856719717,0.21022701
PRV52868,110,434120,3946.545454545456,37000,30,1,-0.034189994605518,0.33241436
PRV52869,62,94120,1518.0645161290322,39000,40,0,-0.0685836437774062,0.20189121
PRV52870,589,453380,769.7453310696095,52000,8,1,0.0393685215808566,0.18148364
PRV52872,108,47710,441.7592592592592,11100,36,0,-0.1138530091840027,0.1445221
PRV52873,69,16500,239.1304347826087,5300,12,0,-0.1621855466731556,0.17391342
PRV52875,12,1540,128.33333333333334,600,1,0,-0.1737223481209447,0.01830098
PRV52876,73,195980,2684.657534246576,42000,26,0,-0.0660155047286086,0.26559022
PRV52877,19,2450,128.94736842105263,1000,13,0,-0.1629126830154336,0.02233973
PRV52878,27,11700,433.3333333333333,3000,2,0,-0.1759598331240839,0.03626998
PRV52879,120,26880,224.0,3300,2,0,-0.1569359238750995,0.14299463
PRV52880,20,19560,978.0,11000,8,0,-0.1479174515865181,0.02694514
PRV52881,302,211510,700.364238410596,31000,12,0,-0.0502412776253304,0.21046354
PRV52882,41,14960,364.8780487804878,3300,5,0,-0.1749256918383042,0.09359092
PRV52884,707,237930,336.53465346534654,3300,4,1,-0.0041468897588444,0.17424758
PRV52886,70,24030,343.2857142857143,3070,2,0,-0.1723596233589457,0.16374727
PRV52887,530,383590,723.7547169811321,39000,13,1,0.0071425078615549,0.17104265
PRV52889,640,407500,636.71875,29000,35,0,0.0283048313539119,0.16167536
PRV52890,22,34950,1588.6363636363635,12000,8,0,-0.1443071150347284,0.033263665
PRV52891,19,2580,135.78947368421052,700,17,0,-0.1550631664382933,0.022239862
PRV52892,36,108690,3019.1666666666665,46000,24,0,-0.0684275204719169,0.11418445
PRV52893,362,131850,364.22651933701655,3300,9,0,-0.071262039062759,0.17644404
PRV52895,81,26180,323.2098765432099,3300,4,0,-0.1699680541496785,0.1206536
PRV52896,142,300920,2119.154929577465,57000,17,0,-0.0293136076022631,0.24014851
PRV52897,45,9140,203.11111111111111,1100,24,0,-0.1512918061271702,0.111150496
PRV52898,114,535930,4701.140350877193,57000,35,0,-0.0039716782509846,0.42916217
PRV52899,1,30,30.0,30,1,0,-0.1625049873140977,0.0
PRV52901,85,23030,270.94117647058823,2300,2,0,-0.160033051294745,0.14684668
PRV52902,46,132250,2875.0,12000,14,0,-0.1022658681771792,0.24323738
PRV52903,200,1568110,7840.55,57000,26,1,0.1354768542403993,0.7411697
PRV52904,3,10230,3410.0,10000,2,0,-0.1236892418099496,0.0
PRV52905,130,25440,195.69230769230768,3300,4,0,-0.1573167767446471,0.14148282
PRV52907,183,53600,292.896174863388,3300,2,0,-0.1412133407259104,0.1523743
PRV52910,18,151600,8422.222222222223,57000,7,0,-0.0254553799459381,0.08017027
PRV52911,5,2060,412.0,1900,2,0,-0.1733986540152786,0.13160796
PRV52912,16,14640,915.0,13000,8,0,-0.1445578848140045,0.020510359
PRV52913,35,11600,331.42857142857144,2400,20,0,-0.1652608431801582,0.060577672
PRV52914,61,17170,281.4754098360656,2400,15,0,-0.1693942025737708,0.16386405
PRV52916,26,73130,2812.692307692308,26000,14,0,-0.1144529732736587,0.07043389
PRV52917,32,8870,277.1875,2100,11,0,-0.1702486679213858,0.049537726
PRV52918,22,114010,5182.272727272727,16000,5,0,-0.0945377997176564,0.07495797
PRV52919,66,14070,213.1818181818182,3300,8,0,-0.1752913750875174,0.15281953
PRV52920,17,14530,854.7058823529412,8000,9,0,-0.1530881821313686,0.022457039
PRV52921,46,27450,596.7391304347826,5000,17,0,-0.158526890964255,0.12960748
PRV52922,33,49510,1500.3030303030305,10000,14,0,-0.1451641901380515,0.07134839
PRV52924,13,38730,2979.230769230769,18000,10,0,-0.1214650627424902,0.02307203
PRV52925,4,29000,7250.0,9000,1,0,-0.0832823323670121,0.0
PRV52926,17,53760,3162.3529411764707,35000,10,0,-0.0968887910780637,0.033495475
PRV52928,41,9260,225.85365853658536,1300,2,0,-0.171855688134707,0.09838949
PRV52929,35,6770,193.42857142857144,2300,15,0,-0.1647786386703355,0.05459566
PRV52930,127,39290,309.37007874015745,3300,1,0,-0.155384515656628,0.1560897
PRV52931,14,3010,215.0,1700,7,0,-0.1726736333545226,0.017839111
PRV52932,40,13830,345.75,2800,11,0,-0.1731121630627154,0.08980004
PRV52933,8,69390,8673.75,32000,3,1,-0.0689151748100225,0.061221275
PRV52934,32,8730,272.8125,2500,8,0,-0.1750277966799834,0.052369233
PRV52935,280,101800,363.57142857142856,3300,1,0,-0.0928577266154468,0.16491102
PRV52936,108,44340,410.55555555555554,10000,20,0,-0.1385279881475269,0.17694627
PRV52937,24,6030,251.25,3300,13,0,-0.1752971225882221,0.02871053
PRV52938,3,4270,1423.3333333333333,3300,2,0,-0.1546299287607918,0.0
PRV52940,9,950,105.55555555555556,600,1,0,-0.1730105787309404,0.034103077
PRV52941,43,13950,324.4186046511628,2700,3,0,-0.1752068237211634,0.113215774
PRV52942,43,10910,253.7209302325581,2800,2,0,-0.1749394343337482,0.09908168
PRV52943,35,6760,193.1428571428572,1200,1,0,-0.1695167294107545,0.05522799
PRV52944,4,4120,1030.0,3000,1,0,-0.1572360261107834,0.0
PRV52945,46,6870,149.34782608695653,1100,1,0,-0.1628767681862176,0.10891052
PRV52948,106,25320,238.8679245283019,2600,4,0,-0.1562613315329085,0.17218904
PRV52949,79,27080,342.7848101265823,3300,1,0,-0.1672379090311102,0.15705487
PRV52950,116,33830,291.63793103448273,3300,2,0,-0.1583429228479141,0.1491053
PRV52951,20,9980,499.0,3300,2,0,-0.1765079026805819,0.023509433
PRV52952,1,600,600.0,600,1,0,-0.1658184865545748,0.0
PRV52953,85,23580,277.4117647058824,3300,2,0,-0.1676543004732518,0.17154047
PRV52954,1,2100,2100.0,2100,1,0,-0.1338347090070472,0.0
PRV52955,73,14160,193.97260273972603,1700,1,0,-0.1564064107078456,0.15079343
PRV52956,18,2110,117.22222222222224,400,1,0,-0.1702806838648823,0.019939171
PRV52957,1,0,0.0,0,1,0,-0.1599584879572585,0.0
PRV52958,16,2020,126.25,300,4,0,-0.1700538657166219,0.018309021
PRV52961,5,320,64.0,100,2,0,-0.1663373242857039,0.13005018
PRV52962,14,3520,251.42857142857144,2200,2,0,-0.1766255070992721,0.017849097
PRV52963,9,850,94.44444444444444,400,1,0,-0.1720408654608697,0.022075387
PRV52964,91,27140,298.24175824175825,3300,1,0,-0.1643967553995557,0.16400585
PRV52966,3,710,236.66666666666663,600,1,0,-0.1750451722366929,0.0
PRV52970,1,4000,4000.0,4000,1,0,-0.1174314727368617,0.0
PRV52971,3,15000,5000.0,8000,2,0,-0.1087196030054972,0.0
PRV52972,17,220000,12941.176470588236,57000,2,0,0.010142928604239,0.14231566
PRV52976,4,29000,7250.0,15000,1,0,-0.0863355186281401,0.0
PRV52978,5,59000,11800.0,23000,1,0,-0.0443514314327391,0.118409276
PRV52979,6,68000,11333.333333333334,21000,2,0,-0.0587255329392125,0.08261247
PRV52980,601,142660,237.3710482529118,3300,1,0,-0.0280073822026429,0.14440788
PRV52981,369,85830,232.60162601626016,3300,3,0,-0.0826140105019501,0.12564541
PRV52982,643,216220,336.2674961119751,7000,15,1,-0.0156599103440693,0.15426308
PRV52985,1403,1720120,1226.0299358517464,71000,99,1,0.2196101810437442,0.2943078
PRV52986,36,132490,3680.277777777778,30000,18,0,-0.0967270221244608,0.14595592
PRV52988,312,76070,243.81410256410257,3300,3,0,-0.0956450670628137,0.1580548
PRV52989,177,882590,4986.38418079096,57000,90,1,0.1095031787025279,0.68882537
PRV52990,79,208160,2634.93670886076,29000,31,1,-0.0739714269767974,0.268691
PRV52991,59,103970,1762.2033898305085,32000,30,0,-0.0938654476049616,0.21309379
PRV52993,10,3120,312.0,2100,8,0,-0.170390792436858,0.019983346
PRV52996,37,11510,311.0810810810811,3300,18,0,-0.1702483724943015,0.066718124
PRV52998,33,151190,4581.515151515152,46000,22,0,-0.0598050682549926,0.13338733
PRV52999,56,73210,1307.321428571429,19000,12,0,-0.1310888870716025,0.21713918
PRV53000,703,200250,284.850640113798,3600,260,0,0.1663908720576198,0.15481159
PRV53001,150,45460,303.06666666666666,3300,6,0,-0.1508043059531308,0.15848266
PRV53002,397,116040,292.29219143576825,6040,3,0,-0.067464637425337,0.13017239
PRV53004,18,4310,239.44444444444449,2000,10,0,-0.172674925315578,0.019397246
PRV53005,50,168860,3377.2,37000,27,1,-0.0753101342352211,0.32100224
PRV53007,96,400540,4172.291666666667,57000,50,1,-0.0104084194277453,0.45519567
PRV53008,52,353600,6800.0,25000,17,1,-0.0300208934803801,0.6301953
PRV53009,37,35620,962.7027027027028,15000,10,0,-0.1462072719625742,0.071054004
PRV53013,4,5030,1257.5,2600,3,0,-0.1526958255179245,0.0
PRV53014,8,1180,147.5,700,6,0,-0.1688576458625428,0.026462859
PRV53015,8,1120,140.0,500,6,0,-0.1688279148749066,0.026440648
PRV53016,31,16900,545.1612903225806,6100,6,0,-0.1657233623429179,0.053145893
PRV53017,9,1000,111.11111111111111,400,7,0,-0.1675527995667143,0.026416685
PRV53018,41,11260,274.6341463414634,2700,7,0,-0.1740885360502407,0.086472586
PRV53019,15,4920,328.0,2600,3,0,-0.178501542959897,0.018349586
PRV53020,2,4500,2250.0,2500,1,0,-0.1353101509388942,0.0
PRV53021,28,216950,7748.214285714285,30000,4,1,-0.0540610049335876,0.20468892
PRV53024,26,13800,530.7692307692307,6000,12,0,-0.165639685933349,0.036576446
PRV53025,50,9460,189.2,1700,5,0,-0.1677442064743559,0.15093851
PRV53026,26,6140,236.15384615384616,3300,10,0,-0.1764118647416679,0.02911728
PRV53027,5,500,100.0,200,5,0,-0.1628971267581008,0.13014041
PRV53028,3,300,100.0,200,2,0,-0.1697170059078167,0.0
PRV53029,16,40050,2503.125,21000,6,0,-0.1214323059934872,0.027849132
PRV53031,6,1390,231.66666666666663,700,6,0,-0.1722075264163244,0.048797317
PRV53032,23,48310,2100.4347826086955,17000,11,0,-0.1321777713551349,0.042758603
PRV53033,2,75000,37500.0,73000,1,0,0.1341479511374025,0.0
PRV53034,2,3400,1700.0,3300,2,0,-0.1491982896738637,0.0
PRV53035,34,5140,151.1764705882353,1600,14,0,-0.1630268720572746,0.041730992
PRV53036,122,39530,324.0163934426229,3300,6,0,-0.1591420991287135,0.16666071
PRV53037,9,4340,482.22222222222223,3300,6,0,-0.1748181473205408,0.022780558
PRV53038,24,13310,554.5833333333334,2700,3,0,-0.1732003446455207,0.032773636
PRV53040,14,51800,3700.0,12000,9,0,-0.1189185546373242,0.028436203
PRV53042,39,10090,258.7179487179488,3300,19,0,-0.1696933503251952,0.08097241
PRV53043,61,37740,618.688524590164,3300,3,0,-0.1683695831095782,0.17881891
PRV53044,67,14460,215.82089552238807,2000,12,0,-0.1634455424958454,0.13492423
PRV53045,216,62730,290.4166666666667,3300,3,0,-0.1301384385119059,0.165952
PRV53047,79,13060,165.31645569620252,1400,1,0,-0.1536894348783409,0.14267305
PRV53048,7,5620,802.8571428571429,2800,6,0,-0.161352992193844,0.035188172
PRV53049,2,10,5.0,10,2,0,-0.1608758132062666,0.0
PRV53050,8,3730,466.25,3000,6,0,-0.1729445004301887,0.034621812
PRV53052,9,5530,614.4444444444445,4000,4,0,-0.1705768174262272,0.023041796
PRV53054,49,10690,218.16326530612244,3300,6,0,-0.1763293244120743,0.15293212
PRV53055,80,22570,282.125,3300,2,0,-0.1695605803763207,0.15265071
PRV53056,35,10110,288.85714285714283,2400,12,0,-0.1723309542384053,0.0639266
PRV53057,53,20640,389.4339622641509,3300,3,0,-0.1742113662702156,0.15321709
PRV53059,33,16320,494.54545454545456,2600,2,0,-0.1725411207042969,0.054453183
PRV53061,1,9000,9000.0,9000,1,0,-0.0690491940448972,0.0
PRV53062,4,190,47.5,100,3,0,-0.1643850735308396,0.0
PRV53063,4,7450,1862.5,4000,3,0,-0.143242305505876,0.0
PRV53064,35,6640,189.7142857142857,1700,8,0,-0.1704599674300764,0.06303923
PRV53065,38,6230,163.94736842105263,1100,7,0,-0.169747784321405,0.07715975
PRV53066,7,1220,174.28571428571428,500,4,0,-0.1726701387091542,0.03425949
PRV53067,16,4540,283.75,3300,8,0,-0.1771429033161103,0.018829035
PRV53069,11,2630,239.0909090909091,700,9,0,-0.170941271973147,0.01843698
PRV53070,20,111530,5576.5,39000,6,0,-0.0729982887432493,0.051615275
PRV53071,28,12310,439.6428571428572,3300,4,0,-0.1767538385305334,0.03515647
PRV53072,18,4990,277.22222222222223,2600,9,0,-0.1752225166564902,0.020362007
PRV53073,14,1270,90.71428571428572,600,9,0,-0.1668150562616432,0.017413529
PRV53074,178,48950,275.0,2400,1,0,-0.1358160601945435,0.163146
PRV53075,2,1780,890.0,1700,2,0,-0.1543486095817526,0.0
PRV53076,105,30840,293.7142857142857,3300,1,0,-0.1600443007113468,0.13826054
PRV53077,124,38270,308.6290322580645,3300,2,0,-0.1567954096884472,0.16427204
PRV53078,45,10880,241.77777777777777,2800,3,0,-0.1741284384276236,0.1276929
PRV53079,1,50,50.0,50,1,0,-0.1639635810486024,0.0
PRV53081,9,1800,200.0,900,1,0,-0.1758293296731451,0.022162074
PRV53083,1,10,10.0,10,1,0,-0.1613966994978372,0.0
PRV53084,1,100,100.0,100,1,0,-0.165468060812217,0.0
PRV53085,2,640,320.0,600,1,0,-0.1713340864138063,0.0
PRV53086,4,1060,265.0,900,1,0,-0.1748515333484939,0.0
PRV53087,31,9580,309.03225806451616,3300,2,0,-0.1774724715122783,0.046265617
PRV53090,179,58850,328.7709497206704,3300,1,0,-0.1377501153850275,0.15373187
PRV53091,4,19000,4750.0,7000,2,0,-0.1142783366977449,0.0
PRV53095,4,36100,9025.0,29000,3,0,-0.0626470912691298,0.0
PRV53096,130,53000,407.6923076923077,3300,72,0,-0.0634918624289656,0.17337814
PRV53099,2,220,110.0,200,1,0,-0.1667222990191038,0.0
PRV53100,130,86880,668.3076923076923,34000,15,0,-0.0908181368995604,0.23412275
PRV53101,8,9410,1176.25,6000,6,0,-0.1485398036625964,0.02784304
PRV53102,19,5910,311.05263157894734,2500,4,0,-0.179969292559466,0.021706756
PRV53103,79,88440,1119.493670886076,33000,42,0,-0.0777061557054399,0.2674867
PRV53104,80,252770,3159.625,57000,37,0,-0.0383878023996493,0.3181303
PRV53106,44,27140,616.8181818181819,8000,23,1,-0.1484674113997494,0.10684032
PRV53107,15,103390,6892.666666666667,31000,9,0,-0.07879766869913,0.047634717
PRV53108,48,69450,1446.875,32000,15,0,-0.1122197110535841,0.20436005
PRV53109,28,22290,796.0714285714286,10000,14,0,-0.1577440070829368,0.043346137
PRV53110,30,23280,776.0,15000,14,0,-0.1438713863884538,0.042538635
PRV53111,33,68750,2083.333333333333,13000,25,0,-0.1115456000265693,0.09109303
PRV53113,81,19320,238.5185185185185,3000,23,0,-0.1573899976519107,0.1558662
PRV53114,29,364680,12575.172413793103,102000,13,1,0.1343071455846374,0.26689613
PRV53116,44,8230,187.04545454545453,1000,11,0,-0.1651581681595493,0.11010183
PRV53117,251,215370,858.0478087649402,16500,16,0,-0.0624608200481506,0.15161298
PRV53119,18,26410,1467.2222222222222,18000,9,1,-0.1329338665852714,0.024269426
PRV53120,65,115950,1783.8461538461538,44000,45,0,-0.0546057097541307,0.29312482
PRV53121,579,562270,971.105354058722,56000,39,1,0.0614679945724641,0.24199666
PRV53122,24,8070,336.25,3300,4,0,-0.1783668230065633,0.029059857
PRV53123,132,45750,346.59090909090907,3300,54,0,-0.0910591244679205,0.17742862
PRV53124,65,178380,2744.3076923076924,30000,26,0,-0.0838665415875118,0.28135374
PRV53125,2,500,250.0,500,2,0,-0.1716321960075916,0.0
PRV53126,34,11820,347.6470588235294,2700,12,0,-0.17259991063106,0.06215124
PRV53127,99,29730,300.3030303030303,10000,17,0,-0.1414992716515993,0.1506293
PRV53128,33,24220,733.939393939394,6000,8,0,-0.1620486008301431,0.05912689
PRV53129,46,82550,1794.5652173913045,57000,21,0,-0.0664405522843739,0.19613385
PRV53131,13,48330,3717.692307692308,15000,7,0,-0.1183653724220107,0.024679352
PRV53133,159,46660,293.4591194968553,3300,61,0,-0.0832234615839563,0.15066457
PRV53134,10,4030,403.0,1600,3,0,-0.1750759171800039,0.020085873
PRV53135,7,68000,9714.285714285714,18000,1,0,-0.0632422759281097,0.057630025
PRV53136,43,161020,3744.6511627906975,57000,24,1,-0.0533656069389814,0.20880644
PRV53137,30,8900,296.6666666666667,2400,18,0,-0.1664443049093138,0.042979553
PRV53138,10,1570,157.0,500,7,0,-0.1700927887254235,0.019678954
PRV53139,9,780,86.66666666666667,200,3,0,-0.1704182089869957,0.026359841
PRV53140,21,2180,103.8095238095238,500,13,0,-0.1617254447181964,0.022336198
PRV53141,105,332720,3168.7619047619046,57000,22,0,-0.0349816453574824,0.2951901
PRV53142,111,394050,3550.0,33000,78,1,0.0323204698642188,0.36572072
PRV53143,12,65670,5472.5,24000,4,0,-0.1020228320035247,0.032160882
PRV53144,39,36460,934.8717948717948,15000,30,0,-0.1249107126376736,0.09739645
PRV53145,132,34760,263.3333333333333,3300,1,0,-0.1534055542143683,0.16167979
PRV53147,18,6760,375.55555555555554,3300,12,0,-0.1734159446177161,0.021979107
PRV53148,15,2580,172.0,600,11,0,-0.1682168469356725,0.018340211
PRV53149,61,14860,243.6065573770492,4050,2,0,-0.1718672003746211,0.15418348
PRV53150,13,3130,240.7692307692308,1000,6,0,-0.1752132096220214,0.017728493
PRV53151,25,6360,254.4,2100,11,0,-0.1716947096869764,0.03282547
PRV53153,24,121630,5067.916666666667,40000,7,0,-0.07256561205248,0.06341008
PRV53154,52,23670,455.1923076923077,3300,4,0,-0.1731857881205791,0.15510067
PRV53156,16,6570,410.625,3300,6,0,-0.177404565892339,0.018248655
PRV53157,2,2190,1095.0,2100,2,0,-0.1530258419450013,0.0
PRV53158,7,710,101.42857142857144,300,4,0,-0.1703824072526666,0.03406759
PRV53159,27,36160,1339.2592592592594,22000,13,0,-0.1287568427726508,0.048171215
PRV53161,7,6810,972.8571428571428,3000,6,0,-0.1568045863241532,0.051216424
PRV53162,5,1350,270.0,800,3,0,-0.1749461155634436,0.07747204
PRV53163,12,800,66.66666666666667,200,2,0,-0.1728784079226748,0.017534027
PRV53164,25,4180,167.2,1500,13,0,-0.1665272098066598,0.028723197
PRV53166,23,8960,389.5652173913044,5000,14,0,-0.1618160010759831,0.026681963
PRV53167,3,1770,590.0,1700,2,0,-0.169410375527903,0.0
PRV53168,2,2070,1035.0,2000,2,0,-0.1517682056161614,0.0
PRV53169,4,170,42.5,60,2,0,-0.1656151176136702,0.0
PRV53171,17,8330,490.0,2600,5,0,-0.1737115829787858,0.02007472
PRV53172,3,2450,816.6666666666666,2300,2,0,-0.1616119772803256,0.0
PRV53173,43,16610,386.27906976744185,3300,16,0,-0.1711688617221829,0.088688694
PRV53174,5,260,52.0,80,1,0,-0.1639869622417781,0.07693846
PRV53175,9,710,78.88888888888889,300,6,0,-0.1675255305165771,0.022027908
PRV53176,34,6000,176.47058823529412,1800,9,0,-0.168759898833795,0.054315746
PRV53177,16,1520,95.0,500,7,0,-0.1685532022290604,0.018188728
PRV53178,7,730,104.28571428571428,300,4,0,-0.1698336682999172,0.034075677
PRV53179,28,20190,721.0714285714286,8000,3,0,-0.1597603332420512,0.03766302
PRV53180,5,3010,602.0,1600,4,0,-0.1668805088753224,0.07888961
PRV53182,3,100,33.333333333333336,60,3,0,-0.1639165234214066,0.0
PRV53183,1,80,80.0,80,1,0,-0.1660638158773064,0.0
PRV53186,8,4710,588.75,3300,7,0,-0.1699780483921945,0.0270402
PRV53187,4,180,45.0,100,2,0,-0.1655904317117401,0.0
PRV53188,10,1220,122.0,400,7,0,-0.167465912598466,0.019643942
PRV53189,28,53030,1893.928571428572,17000,13,0,-0.13449664070654,0.042177074
PRV53191,15,3310,220.66666666666663,1500,4,0,-0.1771134213889679,0.01840354
PRV53192,149,40610,272.5503355704698,3300,9,0,-0.1525666050649615,0.16782196
PRV53194,32,22330,697.8125,14070,1,0,-0.1424960022901655,0.054722153
PRV53196,16,4480,280.0,2000,7,0,-0.1735912106569057,0.019607587
PRV53197,4,500,125.0,300,2,0,-0.1711129660361853,0.0
PRV53198,6,250,41.66666666666666,60,5,0,-0.1603571201192253,0.04847299
PRV53201,13,14220,1093.8461538461538,2800,5,0,-0.1543967858717285,0.019659612
PRV53202,11,670,60.90909090909091,400,7,0,-0.1654900022868912,0.034079492
PRV53203,7,420,60.0,100,6,0,-0.1602865446311464,0.034000393
PRV53204,7,3020,431.4285714285714,2200,4,0,-0.1728008559396395,0.034933943
PRV53205,14,1280,91.42857142857144,600,4,0,-0.1719036576211023,0.017471075
PRV53206,3,570,190.0,500,3,0,-0.1741329629490316,0.0
PRV53207,10,500,50.0,100,5,0,-0.1616979388416063,0.019528965
PRV53208,23,58500,2543.478260869565,20000,8,1,-0.1220251130015018,0.04580221
PRV53210,32,27050,845.3125,13000,15,0,-0.1470447512732414,0.058329493
PRV53211,4,3460,865.0,2500,1,0,-0.1583310940939553,0.0
PRV53212,2,100,50.0,90,2,0,-0.1665216741747439,0.0
PRV53213,22,6910,314.09090909090907,1900,6,0,-0.1746761515965398,0.024305923
