Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud
PRV52503,78,72800,933.3333333333334,18000,35,0
PRV52504,40,114180,2854.5,17000,14,1
PRV52506,13,2190,168.46153846153845,900,9,0
PRV52507,29,7250,250.0,1100,15,0
PRV52508,37,30640,828.1081081081081,14000,26,0
PRV52509,63,113850,1807.142857142857,57000,19,0
PRV52510,26,4240,163.07692307692307,1200,12,0
PRV52511,246,720280,2927.967479674797,57000,81,1
PRV52512,31,6090,196.4516129032258,1600,2,0
PRV52513,20,3870,193.5,2000,9,0
PRV52514,15,6600,440.0,3300,8,0
PRV52515,17,2450,144.11764705882354,1700,5,0
PRV52517,32,10910,340.9375,3000,14,0
PRV52518,51,72340,1418.4313725490197,57000,21,0
PRV52519,100,137180,1371.8,27000,7,0
PRV52520,121,39910,329.8347107438017,3300,6,0
PRV52521,113,25000,221.23893805309734,3000,26,0
PRV52523,3,480,160.0,400,3,0
PRV52525,2,150,75.0,90,1,0
PRV52526,1,90,90.0,90,1,0
PRV52527,160,48730,304.5625,3300,1,0
PRV52528,26,6460,248.46153846153845,2000,9,0
PRV52529,12,2120,176.66666666666666,700,5,0
PRV52530,10,5210,521.0,3000,6,0
PRV52531,5,2970,594.0,2400,3,0
PRV52532,16,2550,159.375,1300,12,0
PRV52533,43,7380,171.62790697674419,900,14,0
PRV52535,18,7200,400.0,2300,7,0
PRV52536,1,14000,14000.0,14000,1,0
PRV52537,1,57000,57000.0,57000,1,0
PRV52539,14,4450,317.85714285714283,1200,2,0
PRV52540,7,3370,481.42857142857144,1400,1,0
PRV52541,5,41000,8200.0,16000,5,0
PRV52542,62,15920,256.7741935483871,3300,2,0
PRV52543,171,47550,278.0701754385965,3300,8,0
PRV52544,6,34000,5666.666666666667,18000,1,0
PRV52545,13,1460,112.3076923076923,400,3,0
PRV52547,2,3020,1510.0,3000,1,0
PRV52548,15,38750,2583.3333333333335,12000,13,0
PRV52549,156,97160,622.8205128205128,18000,12,0
PRV52551,5,920,184.0,400,3,0
PRV52552,55,119870,2179.4545454545455,27000,40,0
PRV52553,8,62320,7790.0,25000,8,0
PRV52554,13,1970,151.53846153846155,500,9,0
PRV52555,7,3600,514.2857142857143,3300,6,0
PRV52556,115,464760,4041.391304347826,55000,81,0
PRV52557,11,970,88.18181818181819,300,9,0
PRV52558,494,140900,285.2226720647773,3300,2,0
PRV52559,359,90740,252.75766016713092,3300,7,0
PRV52560,503,145450,289.16500994035783,4060,1,0
PRV52561,280,128900,460.35714285714283,14010,1,0
PRV52562,87,90620,1041.6091954022988,27000,22,0
PRV52563,473,173770,367.3784355179704,4300,6,0
PRV52564,21,39700,1890.4761904761904,11000,16,0
PRV52565,137,141640,1033.8686131386862,42000,7,0
PRV52566,139,252030,1813.1654676258993,31000,92,0
PRV52567,66,29670,449.54545454545456,3300,28,0
PRV52568,87,25730,295.7471264367816,4020,26,0
PRV52570,24,68190,2841.25,16000,17,0
PRV52571,508,161790,318.48425196850394,14900,3,0
PRV52572,3,4150,1383.3333333333333,2100,3,0
PRV52573,587,158670,270.30664395229985,3300,2,0
PRV52574,259,1533830,5922.123552123552,86000,84,1
PRV52575,70,23780,339.7142857142857,3300,40,0
PRV52576,26,49850,1917.3076923076924,24000,13,0
PRV52577,8,2550,318.75,1000,6,0
PRV52578,49,353050,7205.102040816327,41000,35,1
PRV52579,9,1060,117.77777777777777,400,9,0
PRV52580,39,7090,181.7948717948718,1200,7,0
PRV52581,142,40050,282.0422535211268,3300,3,0
PRV52582,23,191020,8305.217391304348,57000,14,0
PRV52583,208,237790,1143.2211538461538,23000,126,0
PRV52584,54,57460,1064.0740740740741,18000,27,0
PRV52586,1,300,300.0,300,1,0
PRV52587,137,38900,283.94160583941607,3300,3,0
PRV52588,50,176620,3532.4,22000,16,0
PRV52589,426,832920,1955.2112676056338,54000,205,1
PRV52590,208,1227580,5901.826923076923,89000,3,1
PRV52591,46,12510,271.95652173913044,3300,13,0
PRV52592,19,59620,3137.8947368421054,19000,12,0
PRV52593,582,142020,244.02061855670104,3300,1,1
PRV52596,2,400,200.0,400,2,0
PRV52598,31,10490,338.38709677419354,3300,23,0
PRV52599,272,87890,323.125,3300,2,0
PRV52602,79,108520,1373.6708860759493,34000,58,0
PRV52604,7,3490,498.57142857142856,3300,6,0
PRV52605,1000,253880,253.88,3300,2,0
PRV52606,30,10020,334.0,2300,19,0
PRV52607,2,3400,1700.0,3300,2,0
PRV52608,1,3000,3000.0,3000,1,0
PRV52609,133,98690,742.0300751879699,15000,5,1
PRV52610,17,10040,590.5882352941177,3000,12,0
PRV52611,16,82760,5172.5,30000,14,0
PRV52614,156,42480,272.3076923076923,3300,3,0
PRV52615,9,18770,2085.5555555555557,12000,4,0
PRV52616,15,8640,576.0,2500,7,0
PRV52617,238,407900,1713.8655462184875,57000,9,0
PRV52621,45,180280,4006.222222222222,19000,26,0
PRV52622,7,17010,2430.0,7000,6,0
PRV52623,235,202290,860.8085106382979,57000,23,0
PRV52626,3,560,186.66666666666666,400,3,0
PRV52627,5,46070,9214.0,37000,3,0
PRV52628,2098,604120,287.9504289799809,5400,2,1
PRV52629,61,12320,201.9672131147541,2200,8,0
PRV52630,434,873470,2012.6036866359448,28000,12,1
PRV52631,1057,321750,304.399243140965,17300,6,0
PRV52633,379,100770,265.8839050131926,3300,3,0
PRV52634,87,424950,4884.482758620689,20000,26,0
PRV52636,21,6820,324.76190476190476,2500,14,0
PRV52638,1,400,400.0,400,1,0
PRV52639,37,10150,274.3243243243243,2100,20,0
PRV52640,66,11050,167.42424242424244,2600,23,0
PRV52641,97,186330,1920.9278350515465,29000,55,0
PRV52642,436,1328240,3046.422018348624,57000,10,1
PRV52643,11,5090,462.72727272727275,3300,10,0
PRV52644,31,70530,2275.1612903225805,13000,21,0
PRV52645,408,109630,268.70098039215685,14060,3,0
PRV52646,104,306310,2945.2884615384614,33000,55,0
PRV52647,75,71070,947.6,14000,44,0
PRV52648,842,255250,303.14726840855104,3300,21,1
PRV52649,2156,602190,279.30890538033395,8000,21,1
PRV52651,4,33090,8272.5,23000,3,0
PRV52652,743,190560,256.47375504710635,3300,1,1
PRV52653,14,68950,4925.0,30000,10,0
PRV52654,177,483550,2731.9209039548023,26000,101,0
PRV52656,775,239770,309.3806451612903,3300,3,0
PRV52657,121,29250,241.73553719008265,3100,3,0
PRV52658,39,14840,380.5128205128205,2700,8,0
PRV52659,24,3310,137.91666666666666,1100,13,0
PRV52660,558,145400,260.57347670250897,3300,4,0
PRV52661,247,75690,306.43724696356276,3300,1,0
PRV52662,19,12790,673.1578947368421,7000,13,0
PRV52663,576,180650,313.62847222222223,3300,19,0
PRV52665,607,146130,240.74135090609556,3300,13,0
PRV52666,39,8930,228.97435897435898,2000,1,0
PRV52667,3,150,50.0,80,3,0
PRV52668,7,1850,264.2857142857143,1300,2,0
PRV52669,1,300,300.0,300,1,0
PRV52670,13,760,58.46153846153846,200,2,0
PRV52671,2,240,120.0,200,2,0
PRV52672,3,390,130.0,300,1,0
PRV52673,87,19470,223.79310344827587,2100,1,0
PRV52674,3,730,243.33333333333334,700,1,0
PRV52676,39,9800,251.28205128205127,3010,2,0
PRV52677,2,140,70.0,80,1,0
PRV52678,74,24930,336.8918918918919,2200,19,0
PRV52679,53,16100,303.77358490566036,2500,2,0
PRV52681,3,460,153.33333333333334,300,2,0
PRV52683,131,33240,253.74045801526717,3300,3,0
PRV52684,210,130040,619.2380952380952,36000,3,0
PRV52686,9,1120,124.44444444444444,200,4,0
PRV52687,41,61920,1510.2439024390244,21000,18,0
PRV52688,59,115670,1960.5084745762713,57000,9,0
PRV52689,12,1330,110.83333333333333,400,7,0
PRV52690,117,52510,448.8034188034188,3300,2,1
PRV52691,17,22380,1316.4705882352941,11000,9,0
PRV52692,36,9640,267.77777777777777,1800,1,0
PRV52693,8,3920,490.0,2100,5,0
PRV52694,2,110,55.0,100,2,0
PRV52695,5,200,40.0,50,2,0
PRV52696,3,96000,32000.0,51000,2,0
PRV52697,5,650,130.0,200,4,0
PRV52698,123,41770,339.5934959349593,7000,4,0
PRV52699,12,13150,1095.8333333333333,9000,8,0
PRV52700,30,12300,410.0,3300,4,0
PRV52701,96,25610,266.7708333333333,3300,3,0
PRV52702,28,6750,241.07142857142858,1800,11,0
PRV52703,4,2700,675.0,2100,4,0
PRV52704,159,51790,325.72327044025155,3300,2,0
PRV52706,26,33190,1276.5384615384614,20000,16,0
PRV52708,31,40400,1303.225806451613,14000,10,0
PRV52709,13,2220,170.76923076923077,1100,2,0
PRV52710,28,4410,157.5,700,10,0
PRV52711,28,9110,325.35714285714283,3300,5,0
PRV52713,60,14260,237.66666666666666,2300,2,0
PRV52714,5,710,142.0,500,4,0
PRV52715,3,200,66.66666666666667,80,3,0
PRV52717,129,211130,1636.6666666666667,41000,5,0
PRV52719,63,10840,172.06349206349208,2700,1,0
PRV52720,50,15050,301.0,2700,8,0
PRV52721,7,1810,258.57142857142856,1400,5,0
PRV52722,283,147380,520.7773851590106,15000,6,0
PRV52723,181,219760,1214.1436464088397,42000,4,0
PRV52724,24,5040,210.0,2400,1,0
PRV52725,42,18850,448.8095238095238,9600,1,0
PRV52726,2,380,190.0,300,1,0
PRV52727,12,2650,220.83333333333334,900,2,0
PRV52728,15,3140,209.33333333333334,500,6,0
PRV52729,2,500,250.0,400,1,0
PRV52731,23,4410,191.7391304347826,2000,2,0
PRV52732,10,2490,249.0,1900,1,0
PRV52733,1,30,30.0,30,1,0
PRV52736,1,50,50.0,50,1,0
PRV52738,62,17660,284.83870967741933,3200,1,0
PRV52739,53,11400,215.0943396226415,1800,2,0
PRV52740,34,6310,185.58823529411765,1300,2,0
PRV52741,2,80,40.0,60,1,0
PRV52742,6,1270,211.66666666666666,500,4,0
PRV52743,6,2070,345.0,700,2,0
PRV52744,2,400,200.0,200,2,0
PRV52745,156,47020,301.4102564102564,14010,2,0
PRV52746,1,50,50.0,50,1,0
PRV52747,21,7520,358.0952380952381,1900,1,0
PRV52748,10,610,61.0,200,2,0
PRV52750,26,10700,411.53846153846155,2300,1,0
PRV52751,3,300,100.0,200,2,0
PRV52752,2,560,280.0,500,1,0
PRV52753,2,130,65.0,100,2,0
PRV52754,1,10,10.0,10,1,0
PRV52755,11,5930,539.0909090909091,1900,2,0
PRV52756,4,220,55.0,90,3,0
PRV52757,1,50,50.0,50,1,0
PRV52758,4,130,32.5,80,4,0
PRV52760,5,4070,814.0,2900,2,0
PRV52761,11,4740,430.90909090909093,2500,4,0
PRV52763,1,50,50.0,50,1,0
PRV52764,3,450,150.0,400,2,0
PRV52766,11,2010,182.72727272727272,900,3,0
PRV52767,4,690,172.5,500,1,0
PRV52768,25,7310,292.4,3300,1,0
PRV52769,1,40,40.0,40,1,0
PRV52770,7,1090,155.71428571428572,500,2,0
PRV52771,4,250,62.5,100,2,0
PRV52772,12,2050,170.83333333333334,500,1,0
PRV52773,2,150,75.0,100,1,0
PRV52774,4,300,75.0,100,3,0
PRV52775,7,3790,541.4285714285714,2000,1,0
PRV52777,2,260,130.0,200,1,0
PRV52778,1,100,100.0,100,1,0
PRV52781,1,100,100.0,100,1,0
PRV52782,10,1730,173.0,1100,1,0
PRV52783,1,70,70.0,70,1,0
PRV52784,2,270,135.0,200,1,0
PRV52785,1,60,60.0,60,1,0
PRV52786,2,120,60.0,100,1,0
PRV52787,11,67000,6090.909090909091,11000,3,0
PRV52788,401,115280,287.48129675810475,3300,2,0
PRV52789,38,12500,328.94736842105266,2500,1,0
PRV52790,28,6860,245.0,1100,1,0
PRV52791,1,200,200.0,200,1,0
PRV52792,5,320,64.0,100,1,0
PRV52793,17,4230,248.8235294117647,1500,1,0
PRV52794,1,30,30.0,30,1,0
PRV52795,19,6150,323.6842105263158,2700,11,0
PRV52796,48,16690,347.7083333333333,3300,2,0
PRV52797,1,300,300.0,300,1,0
PRV52798,56,18160,324.2857142857143,2500,1,0
PRV52799,2,150,75.0,100,1,0
PRV52800,8,1890,236.25,900,3,0
PRV52801,31,10510,339.03225806451616,3200,8,0
PRV52803,2,9000,4500.0,6000,2,0
PRV52804,1,36000,36000.0,36000,1,0
PRV52806,2,16000,8000.0,10000,1,0
PRV52807,2,17000,8500.0,9000,1,0
PRV52808,5,31080,6216.0,11000,2,0
PRV52810,6,76000,12666.666666666666,32000,1,0
PRV52813,17,142000,8352.941176470587,30000,4,0
PRV52814,2,6000,3000.0,3000,1,0
PRV52815,26,390000,15000.0,125000,4,1
PRV52816,1,3000,3000.0,3000,1,0
PRV52818,39,9730,249.48717948717947,2500,19,0
PRV52820,32,6510,203.4375,1200,24,0
PRV52821,713,1822970,2556.760168302945,57000,14,1
PRV52822,135,43480,322.0740740740741,3300,1,0
PRV52823,87,65100,748.2758620689655,14000,43,0
PRV52824,42,8740,208.0952380952381,3300,25,0
PRV52825,22,5870,266.8181818181818,1100,18,0
PRV52826,292,101600,347.94520547945206,3300,4,1
PRV52827,804,282060,350.82089552238807,3300,6,0
PRV52828,44,221050,5023.863636363636,39000,10,1
PRV52829,533,226800,425.515947467167,11300,33,0
PRV52830,34,7250,213.23529411764707,2300,15,0
PRV52831,31,247920,7997.419354838709,57000,9,0
PRV52832,31,10180,328.38709677419354,3000,21,0
PRV52833,14,27460,1961.4285714285713,10000,8,0
PRV52835,57,140360,2462.4561403508774,26000,39,0
PRV52836,21,53680,2556.190476190476,29000,17,0
PRV52837,71,31930,449.71830985915494,15000,42,0
PRV52838,83,25230,303.9759036144578,3300,8,0
PRV52839,33,12290,372.42424242424244,3300,27,0
PRV52841,3,13320,4440.0,13000,3,0
PRV52842,445,396510,891.0337078651686,68000,14,0
PRV52843,251,592160,2359.203187250996,57000,134,1
PRV52844,129,46950,363.95348837209303,8000,58,0
PRV52845,231,268340,1161.6450216450216,118000,24,0
PRV52846,241,2117010,8784.273858921162,57000,48,1
PRV52847,92,617430,6711.195652173913,57000,20,1
PRV52848,25,5280,211.2,1200,21,0
PRV52849,14,45780,3270.0,29000,11,0
PRV52850,146,48470,331.986301369863,16000,6,0
PRV52851,37,67460,1823.2432432432433,16000,21,0
PRV52853,29,11050,381.0344827586207,3300,12,0
PRV52855,22,31800,1445.4545454545455,11000,13,0
PRV52857,459,196310,427.69063180827885,24000,21,0
PRV52858,80,164760,2059.5,33000,46,0
PRV52859,911,287930,316.059275521405,5200,24,0
PRV52860,393,107830,274.3765903307888,3300,7,1
PRV52861,14,1770,126.42857142857143,500,14,0
PRV52862,76,432660,5692.894736842105,36000,28,0
PRV52863,52,14650,281.7307692307692,3300,15,0
PRV52864,28,12870,459.64285714285717,3300,16,0
PRV52865,66,82790,1254.3939393939395,38000,23,0
PRV52868,110,434120,3946.5454545454545,37000,30,1
PRV52869,62,94120,1518.0645161290322,39000,40,0
PRV52870,589,453380,769.7453310696095,52000,8,1
PRV52872,108,47710,441.75925925925924,11100,36,0
PRV52873,69,16500,239.1304347826087,5300,12,0
PRV52875,12,1540,128.33333333333334,600,1,0
PRV52876,73,195980,2684.6575342465753,42000,26,0
PRV52877,19,2450,128.94736842105263,1000,13,0
PRV52878,27,11700,433.3333333333333,3000,2,0
PRV52879,120,26880,224.0,3300,2,0
PRV52880,20,19560,978.0,11000,8,0
PRV52881,302,211510,700.364238410596,31000,12,0
PRV52882,41,14960,364.8780487804878,3300,5,0
PRV52884,707,237930,336.53465346534654,3300,4,1
PRV52886,70,24030,343.2857142857143,3070,2,0
PRV52887,530,383590,723.7547169811321,39000,13,1
PRV52889,640,407500,636.71875,29000,35,0
PRV52890,22,34950,1588.6363636363637,12000,8,0
PRV52891,19,2580,135.78947368421052,700,17,0
PRV52892,36,108690,3019.1666666666665,46000,24,0
PRV52893,362,131850,364.22651933701655,3300,9,0
PRV52895,81,26180,323.2098765432099,3300,4,0
PRV52896,142,300920,2119.154929577465,57000,17,0
PRV52897,45,9140,203.11111111111111,1100,24,0
PRV52898,114,535930,4701.140350877193,57000,35,0
PRV52899,1,30,30.0,30,1,0
PRV52901,85,23030,270.94117647058823,2300,2,0
PRV52902,46,132250,2875.0,12000,14,0
PRV52903,200,1568110,7840.55,57000,26,1
PRV52904,3,10230,3410.0,10000,2,0
PRV52905,130,25440,195.69230769230768,3300,4,0
PRV52907,183,53600,292.89617486338796,3300,2,0
PRV52910,18,151600,8422.222222222223,57000,7,0
PRV52911,5,2060,412.0,1900,2,0
PRV52912,16,14640,915.0,13000,8,0
PRV52913,35,11600,331.42857142857144,2400,20,0
PRV52914,61,17170,281.4754098360656,2400,15,0
PRV52916,26,73130,2812.6923076923076,26000,14,0
PRV52917,32,8870,277.1875,2100,11,0
PRV52918,22,114010,5182.272727272727,16000,5,0
PRV52919,66,14070,213.1818181818182,3300,8,0
PRV52920,17,14530,854.7058823529412,8000,9,0
PRV52921,46,27450,596.7391304347826,5000,17,0
PRV52922,33,49510,1500.3030303030303,10000,14,0
PRV52924,13,38730,2979.230769230769,18000,10,0
PRV52925,4,29000,7250.0,9000,1,0
PRV52926,17,53760,3162.3529411764707,35000,10,0
PRV52928,41,9260,225.85365853658536,1300,2,0
PRV52929,35,6770,193.42857142857142,2300,15,0
PRV52930,127,39290,309.37007874015745,3300,1,0
PRV52931,14,3010,215.0,1700,7,0
PRV52932,40,13830,345.75,2800,11,0
PRV52933,8,69390,8673.75,32000,3,1
PRV52934,32,8730,272.8125,2500,8,0
PRV52935,280,101800,363.57142857142856,3300,1,0
PRV52936,108,44340,410.55555555555554,10000,20,0
PRV52937,24,6030,251.25,3300,13,0
PRV52938,3,4270,1423.3333333333333,3300,2,0
PRV52940,9,950,105.55555555555556,600,1,0
PRV52941,43,13950,324.4186046511628,2700,3,0
PRV52942,43,10910,253.72093023255815,2800,2,0
PRV52943,35,6760,193.14285714285714,1200,1,0
PRV52944,4,4120,1030.0,3000,1,0
PRV52945,46,6870,149.34782608695653,1100,1,0
PRV52948,106,25320,238.8679245283019,2600,4,0
PRV52949,79,27080,342.7848101265823,3300,1,0
PRV52950,116,33830,291.63793103448273,3300,2,0
PRV52951,20,9980,499.0,3300,2,0
PRV52952,1,600,600.0,600,1,0
PRV52953,85,23580,277.4117647058824,3300,2,0
PRV52954,1,2100,2100.0,2100,1,0
PRV52955,73,14160,193.97260273972603,1700,1,0
PRV52956,18,2110,117.22222222222223,400,1,0
PRV52957,1,0,0.0,0,1,0
PRV52958,16,2020,126.25,300,4,0
PRV52961,5,320,64.0,100,2,0
PRV52962,14,3520,251.42857142857142,2200,2,0
PRV52963,9,850,94.44444444444444,400,1,0
PRV52964,91,27140,298.24175824175825,3300,1,0
PRV52966,3,710,236.66666666666666,600,1,0
PRV52970,1,4000,4000.0,4000,1,0
PRV52971,3,15000,5000.0,8000,2,0
PRV52972,17,220000,12941.176470588236,57000,2,0
PRV52976,4,29000,7250.0,15000,1,0
PRV52978,5,59000,11800.0,23000,1,0
PRV52979,6,68000,11333.333333333334,21000,2,0
PRV52980,601,142660,237.3710482529118,3300,1,0
PRV52981,369,85830,232.60162601626016,3300,3,0
PRV52982,643,216220,336.2674961119751,7000,15,1
PRV52985,1403,1720120,1226.0299358517464,71000,99,1
PRV52986,36,132490,3680.277777777778,30000,18,0
PRV52988,312,76070,243.81410256410257,3300,3,0
PRV52989,177,882590,4986.38418079096,57000,90,1
PRV52990,79,208160,2634.9367088607596,29000,31,1
PRV52991,59,103970,1762.2033898305085,32000,30,0
PRV52993,10,3120,312.0,2100,8,0
PRV52996,37,11510,311.0810810810811,3300,18,0
PRV52998,33,151190,4581.515151515152,46000,22,0
PRV52999,56,73210,1307.3214285714287,19000,12,0
PRV53000,703,200250,284.850640113798,3600,260,0
PRV53001,150,45460,303.06666666666666,3300,6,0
PRV53002,397,116040,292.29219143576825,6040,3,0
PRV53004,18,4310,239.44444444444446,2000,10,0
PRV53005,50,168860,3377.2,37000,27,1
PRV53007,96,400540,4172.291666666667,57000,50,1
PRV53008,52,353600,6800.0,25000,17,1
PRV53009,37,35620,962.7027027027027,15000,10,0
PRV53013,4,5030,1257.5,2600,3,0
PRV53014,8,1180,147.5,700,6,0
PRV53015,8,1120,140.0,500,6,0
PRV53016,31,16900,545.1612903225806,6100,6,0
PRV53017,9,1000,111.11111111111111,400,7,0
PRV53018,41,11260,274.6341463414634,2700,7,0
PRV53019,15,4920,328.0,2600,3,0
PRV53020,2,4500,2250.0,2500,1,0
PRV53021,28,216950,7748.214285714285,30000,4,1
PRV53024,26,13800,530.7692307692307,6000,12,0
PRV53025,50,9460,189.2,1700,5,0
PRV53026,26,6140,236.15384615384616,3300,10,0
PRV53027,5,500,100.0,200,5,0
PRV53028,3,300,100.0,200,2,0
PRV53029,16,40050,2503.125,21000,6,0
PRV53031,6,1390,231.66666666666666,700,6,0
PRV53032,23,48310,2100.4347826086955,17000,11,0
PRV53033,2,75000,37500.0,73000,1,0
PRV53034,2,3400,1700.0,3300,2,0
PRV53035,34,5140,151.1764705882353,1600,14,0
PRV53036,122,39530,324.0163934426229,3300,6,0
PRV53037,9,4340,482.22222222222223,3300,6,0
PRV53038,24,13310,554.5833333333334,2700,3,0
PRV53040,14,51800,3700.0,12000,9,0
PRV53042,39,10090,258.71794871794873,3300,19,0
PRV53043,61,37740,618.688524590164,3300,3,0
PRV53044,67,14460,215.82089552238807,2000,12,0
PRV53045,216,62730,290.4166666666667,3300,3,0
PRV53047,79,13060,165.31645569620252,1400,1,0
PRV53048,7,5620,802.8571428571429,2800,6,0
PRV53049,2,10,5.0,10,2,0
PRV53050,8,3730,466.25,3000,6,0
PRV53052,9,5530,614.4444444444445,4000,4,0
PRV53054,49,10690,218.16326530612244,3300,6,0
PRV53055,80,22570,282.125,3300,2,0
PRV53056,35,10110,288.85714285714283,2400,12,0
PRV53057,53,20640,389.4339622641509,3300,3,0
PRV53059,33,16320,494.54545454545456,2600,2,0
PRV53061,1,9000,9000.0,9000,1,0
PRV53062,4,190,47.5,100,3,0
PRV53063,4,7450,1862.5,4000,3,0
PRV53064,35,6640,189.71428571428572,1700,8,0
PRV53065,38,6230,163.94736842105263,1100,7,0
PRV53066,7,1220,174.28571428571428,500,4,0
PRV53067,16,4540,283.75,3300,8,0
PRV53069,11,2630,239.0909090909091,700,9,0
PRV53070,20,111530,5576.5,39000,6,0
PRV53071,28,12310,439.64285714285717,3300,4,0
PRV53072,18,4990,277.22222222222223,2600,9,0
PRV53073,14,1270,90.71428571428571,600,9,0
PRV53074,178,48950,275.0,2400,1,0
PRV53075,2,1780,890.0,1700,2,0
PRV53076,105,30840,293.7142857142857,3300,1,0
PRV53077,124,38270,308.6290322580645,3300,2,0
PRV53078,45,10880,241.77777777777777,2800,3,0
PRV53079,1,50,50.0,50,1,0
PRV53081,9,1800,200.0,900,1,0
PRV53083,1,10,10.0,10,1,0
PRV53084,1,100,100.0,100,1,0
PRV53085,2,640,320.0,600,1,0
PRV53086,4,1060,265.0,900,1,0
PRV53087,31,9580,309.03225806451616,3300,2,0
PRV53090,179,58850,328.7709497206704,3300,1,0
PRV53091,4,19000,4750.0,7000,2,0
PRV53095,4,36100,9025.0,29000,3,0
PRV53096,130,53000,407.6923076923077,3300,72,0
PRV53099,2,220,110.0,200,1,0
PRV53100,130,86880,668.3076923076923,34000,15,0
PRV53101,8,9410,1176.25,6000,6,0
PRV53102,19,5910,311.05263157894734,2500,4,0
PRV53103,79,88440,1119.493670886076,33000,42,0
PRV53104,80,252770,3159.625,57000,37,0
PRV53106,44,27140,616.8181818181819,8000,23,1
PRV53107,15,103390,6892.666666666667,31000,9,0
PRV53108,48,69450,1446.875,32000,15,0
PRV53109,28,22290,796.0714285714286,10000,14,0
PRV53110,30,23280,776.0,15000,14,0
PRV53111,33,68750,2083.3333333333335,13000,25,0
PRV53113,81,19320,238.5185185185185,3000,23,0
PRV53114,29,364680,12575.172413793103,102000,13,1
PRV53116,44,8230,187.04545454545453,1000,11,0
PRV53117,251,215370,858.0478087649402,16500,16,0
PRV53119,18,26410,1467.2222222222222,18000,9,1
PRV53120,65,115950,1783.8461538461538,44000,45,0
PRV53121,579,562270,971.1053540587219,56000,39,1
PRV53122,24,8070,336.25,3300,4,0
PRV53123,132,45750,346.59090909090907,3300,54,0
PRV53124,65,178380,2744.3076923076924,30000,26,0
PRV53125,2,500,250.0,500,2,0
PRV53126,34,11820,347.6470588235294,2700,12,0
PRV53127,99,29730,300.3030303030303,10000,17,0
PRV53128,33,24220,733.939393939394,6000,8,0
PRV53129,46,82550,1794.5652173913043,57000,21,0
PRV53131,13,48330,3717.6923076923076,15000,7,0
PRV53133,159,46660,293.45911949685535,3300,61,0
PRV53134,10,4030,403.0,1600,3,0
PRV53135,7,68000,9714.285714285714,18000,1,0
PRV53136,43,161020,3744.6511627906975,57000,24,1
PRV53137,30,8900,296.6666666666667,2400,18,0
PRV53138,10,1570,157.0,500,7,0
PRV53139,9,780,86.66666666666667,200,3,0
PRV53140,21,2180,103.80952380952381,500,13,0
PRV53141,105,332720,3168.7619047619046,57000,22,0
PRV53142,111,394050,3550.0,33000,78,1
PRV53143,12,65670,5472.5,24000,4,0
PRV53144,39,36460,934.8717948717949,15000,30,0
PRV53145,132,34760,263.3333333333333,3300,1,0
PRV53147,18,6760,375.55555555555554,3300,12,0
PRV53148,15,2580,172.0,600,11,0
PRV53149,61,14860,243.60655737704917,4050,2,0
PRV53150,13,3130,240.76923076923077,1000,6,0
PRV53151,25,6360,254.4,2100,11,0
PRV53153,24,121630,5067.916666666667,40000,7,0
PRV53154,52,23670,455.1923076923077,3300,4,0
PRV53156,16,6570,410.625,3300,6,0
PRV53157,2,2190,1095.0,2100,2,0
PRV53158,7,710,101.42857142857143,300,4,0
PRV53159,27,36160,1339.2592592592594,22000,13,0
PRV53161,7,6810,972.8571428571429,3000,6,0
PRV53162,5,1350,270.0,800,3,0
PRV53163,12,800,66.66666666666667,200,2,0
PRV53164,25,4180,167.2,1500,13,0
PRV53166,23,8960,389.5652173913044,5000,14,0
PRV53167,3,1770,590.0,1700,2,0
PRV53168,2,2070,1035.0,2000,2,0
PRV53169,4,170,42.5,60,2,0
PRV53171,17,8330,490.0,2600,5,0
PRV53172,3,2450,816.6666666666666,2300,2,0
PRV53173,43,16610,386.27906976744185,3300,16,0
PRV53174,5,260,52.0,80,1,0
PRV53175,9,710,78.88888888888889,300,6,0
PRV53176,34,6000,176.47058823529412,1800,9,0
PRV53177,16,1520,95.0,500,7,0
PRV53178,7,730,104.28571428571429,300,4,0
PRV53179,28,20190,721.0714285714286,8000,3,0
PRV53180,5,3010,602.0,1600,4,0
PRV53182,3,100,33.333333333333336,60,3,0
PRV53183,1,80,80.0,80,1,0
PRV53186,8,4710,588.75,3300,7,0
PRV53187,4,180,45.0,100,2,0
PRV53188,10,1220,122.0,400,7,0
PRV53189,28,53030,1893.9285714285713,17000,13,0
PRV53191,15,3310,220.66666666666666,1500,4,0
PRV53192,149,40610,272.5503355704698,3300,9,0
PRV53194,32,22330,697.8125,14070,1,0
PRV53196,16,4480,280.0,2000,7,0
PRV53197,4,500,125.0,300,2,0
PRV53198,6,250,41.666666666666664,60,5,0
PRV53201,13,14220,1093.8461538461538,2800,5,0
PRV53202,11,670,60.90909090909091,400,7,0
PRV53203,7,420,60.0,100,6,0
PRV53204,7,3020,431.42857142857144,2200,4,0
PRV53205,14,1280,91.42857142857143,600,4,0
PRV53206,3,570,190.0,500,3,0
PRV53207,10,500,50.0,100,5,0
PRV53208,23,58500,2543.478260869565,20000,8,1
PRV53210,32,27050,845.3125,13000,15,0
PRV53211,4,3460,865.0,2500,1,0
PRV53212,2,100,50.0,90,2,0
PRV53213,22,6910,314.09090909090907,1900,6,0
PRV53214,18,4280,237.77777777777777,2000,9,0
PRV53215,11,1560,141.8181818181818,300,5,0
