Provider,TotalClaims,TotalClaimAmount,AvgClaimAmount,MaxClaimAmount,UniquePhysicians,PotentialFraud,anomaly_score
PRV52066,1455,386530,265.65635738831617,4300,3,1,0.08690946015942724
PRV52068,48,13080,272.5,1700,25,0,-0.1511533082427013
PRV52069,88,22280,253.1818181818182,3200,42,0,-0.12134255490926887
PRV52071,749,259850,346.92923898531376,14030,29,0,0.022165124489965105
PRV52072,132,421030,3189.621212121212,43000,47,0,-0.010630995249532704
PRV52073,64,359250,5613.28125,56000,14,0,-0.0327207355644773
PRV52074,141,161600,1146.099290780142,33000,49,0,-0.04906779156032354
PRV52075,5,1220,244.0,600,4,0,-0.1715933378500587
PRV52076,221,554060,2507.058823529412,46000,96,0,0.07531941000463249
PRV52077,1156,1364150,1180.060553633218,112000,12,1,0.2182659759851726
PRV52079,33,45100,1366.6666666666667,15000,22,0,-0.13117497193829974
PRV52081,24,28270,1177.9166666666667,9000,17,0,-0.1454841770286862
PRV52082,8,880,110.0,400,5,0,-0.17013409211813296
PRV52084,34,107750,3169.1176470588234,21000,22,0,-0.09930146199485623
PRV52085,824,240620,292.0145631067961,12060,144,0,0.12857827028468638
PRV52087,56,20350,363.3928571428572,3000,23,0,-0.16310282679307142
PRV52088,44,24990,567.9545454545455,18000,10,0,-0.1423862874639502
PRV52089,145,221580,1528.1379310344828,49000,19,1,-0.04909837523679256
PRV52090,303,98250,324.25742574257424,5700,47,0,-0.04659263989232543
PRV52092,159,141470,889.7484276729559,18000,62,0,-0.047801362794247015
PRV52094,53,161120,3040.0,57000,27,0,-0.050531970328218656
PRV52095,38,15560,409.4736842105263,5000,30,0,-0.13729154152882717
PRV52097,55,19640,357.09090909090907,4200,20,0,-0.16388632294038252
PRV52098,469,122660,261.5351812366738,3300,130,0,0.06918699599882328
PRV52099,90,31370,348.55555555555554,9000,31,0,-0.12921506970671254
PRV52100,201,1533150,7627.611940298508,57000,35,1,0.13506128658354055
PRV52101,15,12500,833.3333333333334,10000,9,0,-0.15246492182348792
PRV52102,15,1910,127.33333333333331,400,10,0,-0.1644329557703455
PRV52104,1189,347070,291.9007569386039,6060,9,0,0.05471025207502478
PRV52105,26,12780,491.5384615384616,3300,6,0,-0.1749635190001898
PRV52107,119,124760,1048.403361344538,24000,5,0,-0.09247963600519954
PRV52109,248,75580,304.758064516129,3300,109,0,0.022352225059215636
PRV52111,85,89960,1058.3529411764705,37000,36,0,-0.07500213131330807
PRV52112,85,259790,3056.3529411764707,29000,41,0,-0.04789074653107639
PRV52113,120,22170,184.75,3300,4,0,-0.15367417178780274
PRV52114,1269,1418220,1117.5886524822697,57000,12,1,0.17689009541958012
PRV52115,90,241500,2683.333333333333,40000,37,1,-0.053464372558076456
PRV52118,52,113660,2185.769230769231,57000,20,0,-0.05832121966060222
PRV52119,52,202380,3891.923076923077,35000,26,1,-0.07282591014290613
PRV52120,1231,1950720,1584.6628757108042,57000,54,1,0.1964144077395764
PRV52121,53,49610,936.0377358490566,12000,20,0,-0.13983831789523948
PRV52122,41,18740,457.0731707317073,3300,21,0,-0.16528540774242106
PRV52123,256,1447140,5652.890625,57000,35,1,0.12603301608200068
PRV52124,115,189250,1645.6521739130435,43000,42,1,-0.04917175981897509
PRV52126,110,388830,3534.818181818182,20000,69,0,0.020524149739182707
PRV52127,15,73050,4870.0,51000,14,0,-0.061412208414300506
PRV52128,113,492550,4358.849557522124,37000,11,0,-0.021490582085676835
PRV52129,223,55590,249.28251121076232,3300,22,0,-0.12339461638952876
PRV52130,93,141100,1517.2043010752689,57000,45,0,-0.03454099412876732
PRV52131,84,349760,4163.809523809524,57000,42,0,-0.024655643342225975
PRV52133,305,105080,344.5245901639344,4000,42,0,-0.058099882135094705
PRV52135,263,1825550,6941.254752851711,57000,40,1,0.1597999845268686
PRV52136,104,380190,3655.673076923077,58000,56,0,-0.0010081981836378429
PRV52138,188,58880,313.1914893617021,3300,75,0,-0.05208889836286379
PRV52140,19,5130,270.0,3200,8,0,-0.17683038872484153
PRV52141,671,220290,328.301043219076,10000,39,0,0.014250144305644197
PRV52142,59,248520,4212.203389830508,33000,35,0,-0.055247754088924905
PRV52143,17,8290,487.6470588235294,2300,11,0,-0.16771022183597967
PRV52144,134,123130,918.8805970149252,12000,64,0,-0.04480299727657572
PRV52145,245,60910,248.6122448979592,3300,50,0,-0.0782078018591218
PRV52146,40,240710,6017.75,39000,29,0,-0.04613621891999964
PRV52147,211,291500,1381.516587677725,57000,68,1,0.013006350370486919
PRV52148,78,345150,4425.0,30000,35,0,-0.04075082799343188
PRV52149,180,191550,1064.1666666666667,44000,65,0,-0.012786338964903221
PRV52150,310,445240,1436.258064516129,57000,118,0,0.0888632968356089
PRV52151,121,474110,3918.264462809917,64000,62,1,0.03938920620916675
PRV52152,88,454360,5163.181818181818,47000,52,0,0.014100831941904923
PRV52154,742,194350,261.92722371967653,4300,89,0,0.07623199079016663
PRV52155,62,98490,1588.548387096774,14000,35,0,-0.09774778304013687
PRV52156,124,271910,2192.822580645161,92000,53,0,0.0864119405696302
PRV52157,227,494450,2178.193832599119,57000,105,0,0.07493353753584076
PRV52159,271,288300,1063.8376383763837,32000,87,0,0.03029716700127305
PRV52160,53,41460,782.2641509433962,12000,29,0,-0.13317651361533472
PRV52161,10,1660,166.0,600,7,0,-0.17146565276662162
PRV52162,39,28000,717.9487179487179,14000,20,0,-0.14390881726523874
PRV52163,62,37470,604.3548387096774,7000,21,0,-0.1538617172018475
PRV52165,72,114060,1584.1666666666667,15000,39,1,-0.0813727334164861
PRV52166,100,69300,693.0,15000,37,0,-0.10678721594870416
PRV52167,80,116390,1454.875,36000,39,0,-0.06913370137851971
PRV52168,78,17660,226.4102564102564,2700,36,0,-0.1334432894756955
PRV52169,39,10000,256.4102564102564,2000,33,0,-0.1375371438765337
PRV52170,43,62090,1443.953488372093,44000,27,0,-0.0834506048731874
PRV52171,12,17820,1485.0,8000,8,0,-0.14331679889396132
PRV52173,119,1381400,11608.403361344535,73000,2,1,0.164902468704477
PRV52174,4,830,207.5,700,3,0,-0.17458734531020226
PRV52175,221,58320,263.8914027149321,5000,63,0,-0.059862663980038255
PRV52176,21,312000,14857.142857142857,44000,4,0,0.04046402127915216
PRV52177,39,33850,867.9487179487179,14000,20,0,-0.1425982120527931
PRV52178,136,1379590,10144.04411764706,57000,6,1,0.13788094645610782
PRV52179,44,39910,907.0454545454544,19000,4,0,-0.13761332372613988
PRV52180,62,78720,1269.6774193548388,28000,25,0,-0.11256456073261933
PRV52181,27,108640,4023.703703703704,21000,19,1,-0.10014125498257248
PRV52182,109,63620,583.6697247706422,11000,8,0,-0.13740616112421639
PRV52184,21,2960,140.95238095238096,1000,7,0,-0.17047195424229528
PRV52185,68,15510,228.08823529411765,1700,1,0,-0.16093400864112817
PRV52186,41,7160,174.6341463414634,1500,9,0,-0.1684600319021901
PRV52187,27,7440,275.55555555555554,2300,6,0,-0.17524546178977224
PRV52188,33,171080,5184.242424242424,57000,11,0,-0.04933156967326813
PRV52189,23,5890,256.0869565217391,2600,4,0,-0.18002506682898822
PRV52191,28,8640,308.57142857142856,2700,17,0,-0.16813709026737356
PRV52192,32,52060,1626.875,12000,13,0,-0.14104346995783112
PRV52193,153,28620,187.05882352941177,2200,1,0,-0.13318508176550925
PRV52195,10,120000,12000.0,43000,8,1,-0.01946746949950451
PRV52196,6,2710,451.6666666666667,1400,2,0,-0.17474090782858231
PRV52197,10,114000,11400.0,57000,4,0,-0.014033577574704692
PRV52199,10,1080,108.0,400,4,0,-0.17152645551751255
PRV52200,1,40,40.0,40,1,0,-0.1628659375466221
PRV52201,9,450,50.0,100,1,0,-0.16439282650682135
PRV52202,50,8200,164.0,1100,2,0,-0.16804868389161293
PRV52204,9,2590,287.77777777777777,1200,1,0,-0.17494865820671684
PRV52205,2,1120,560.0,1100,1,0,-0.16872504605142752
PRV52206,5,1810,362.0,1300,2,0,-0.1741539066226176
PRV52208,13,4560,350.7692307692308,2000,1,0,-0.17557422457417482
PRV52209,8,4960,620.0,2900,3,0,-0.17140217500934452
PRV52211,130,26860,206.6153846153846,3300,1,0,-0.15443194953920125
PRV52212,64,13220,206.5625,3000,2,0,-0.17243647022620173
PRV52213,7,590,84.28571428571429,200,3,0,-0.16978803184539054
PRV52214,47,12680,269.7872340425532,2600,1,0,-0.17122244679022475
PRV52216,15,4940,329.3333333333333,3300,2,0,-0.18027969245763947
PRV52217,5,520,104.0,400,3,0,-0.17010612279226917
PRV52218,8,1660,207.5,900,1,0,-0.17470518037708233
PRV52219,4,2780,695.0,2100,2,0,-0.16576275519495764
PRV52220,12,2200,183.33333333333331,900,2,0,-0.17957035856709758
PRV52221,1,10,10.0,10,1,0,-0.1613966994978372
PRV52222,54,16920,313.3333333333333,3100,1,0,-0.17339929895650924
PRV52224,41,10100,246.34146341463412,3300,3,0,-0.17647918190456885
PRV52225,6,840,140.0,400,2,0,-0.175280375636296
PRV52226,2,100,50.0,90,1,0,-0.1659588233260531
PRV52227,7,5560,794.2857142857143,2400,2,0,-0.16363526817371404
PRV52228,8,2400,300.0,1800,2,0,-0.17242644191135997
PRV52229,11,370,33.63636363636363,80,1,0,-0.16251265958241978
PRV52230,43,15100,351.16279069767444,3200,2,0,-0.176016911675984
PRV52231,6,3980,663.3333333333334,3300,2,0,-0.17120227788899006
PRV52232,4,640,160.0,500,1,0,-0.1747887403053895
PRV52233,216,63540,294.1666666666667,8050,2,0,-0.11564308019529973
PRV52235,2,970,485.0,900,1,0,-0.16971713343113276
PRV52236,14,5780,412.8571428571428,1800,3,0,-0.1741796543213432
PRV52237,38,7400,194.73684210526315,1700,3,0,-0.17142823939409146
PRV52238,11,1530,139.0909090909091,400,3,0,-0.1738857187803889
PRV52240,62,25220,406.7741935483871,3300,5,0,-0.17311279975335037
PRV52241,23,5690,247.3913043478261,3300,4,0,-0.17905979441093167
PRV52242,31,13600,438.7096774193548,3300,2,0,-0.1755217976973908
PRV52246,67,26510,395.6716417910448,3300,2,0,-0.17283130822888237
PRV52247,49,10890,222.24489795918367,2800,3,0,-0.17406497819019368
PRV52248,24,12750,531.25,3300,2,0,-0.1757021918420325
PRV52249,47,25480,542.1276595744681,3300,3,0,-0.17261488946292747
PRV52251,4,270,67.5,100,2,0,-0.16799162039708299
PRV52252,26,2130,81.92307692307692,500,2,0,-0.1725349934817874
PRV52253,1,80,80.0,80,1,0,-0.16606381587730645
PRV52254,31,3960,127.74193548387096,1100,1,0,-0.16504392863017225
PRV52255,10,720,72.0,200,1,0,-0.17005880522742045
PRV52256,1,50,50.0,50,1,0,-0.16396358104860242
PRV52257,15,4440,296.0,2100,1,0,-0.175014819168532
PRV52260,63,12880,204.44444444444449,2500,3,0,-0.1712058911515159
PRV52261,1,200,200.0,200,1,0,-0.166509409991149
PRV52262,112,27840,248.57142857142856,3300,2,0,-0.16007259448228256
PRV52263,3,630,210.0,400,2,0,-0.17606644949771005
PRV52264,25,4420,176.8,1100,2,0,-0.1758579578320687
PRV52265,30,260000,8666.666666666666,31000,2,0,-0.034741170720128944
PRV52266,37,460400,12443.243243243243,57000,2,0,0.03857584455012586
PRV52267,10,78900,7890.0,15000,4,0,-0.08701403341300024
PRV52271,19,3760,197.8947368421053,1900,1,0,-0.1733749268887685
PRV52272,8,4210,526.25,3300,1,0,-0.17313683926928114
PRV52273,11,4380,398.1818181818182,2700,8,0,-0.17336157165389976
PRV52274,38,7800,205.26315789473685,1200,2,0,-0.17236935220085964
PRV52275,101,27220,269.5049504950495,3300,1,0,-0.16138678746220603
PRV52276,68,17750,261.02941176470586,2300,1,0,-0.16594356257066972
PRV52278,16,235000,14687.5,57000,4,0,0.034023725810170324
PRV52279,83,783300,9437.349397590362,57000,3,0,0.05976109324051926
PRV52280,41,395000,9634.146341463416,34000,4,1,-0.003887921159733798
PRV52281,41,408000,9951.219512195124,44000,2,0,0.005956255236355235
PRV52282,6,77000,12833.333333333334,23000,1,0,-0.03297250804601326
PRV52283,66,594700,9010.60606060606,61000,4,1,0.046534369821275345
PRV52284,39,5320,136.4102564102564,500,1,0,-0.16321301440259556
PRV52285,19,144000,7578.9473684210525,30000,4,0,-0.07062203703857717
PRV52286,5,90000,18000.0,44000,2,0,0.02841913519350625
PRV52288,13,2810,216.15384615384616,1100,1,0,-0.17715914030344249
PRV52289,4,18000,4500.0,7000,1,0,-0.11061530399343822
PRV52290,10,68000,6800.0,10000,3,0,-0.09274592804477094
PRV52291,18,128000,7111.111111111111,23000,2,0,-0.0774044480868798
PRV52292,25,303000,12120.0,34000,3,1,-0.0004924818063276604
PRV52293,7,4170,595.7142857142857,3300,2,0,-0.17422652599962418
PRV52294,7,54000,7714.285714285715,15000,1,0,-0.08687939872820039
PRV52295,5,19000,3800.0,5000,3,0,-0.1186103567942009
PRV52296,2,12000,6000.0,10000,1,0,-0.0990078750500516
PRV52298,218,153300,703.2110091743119,44000,20,0,-0.047481917843314236
PRV52299,601,157140,261.46422628951746,11200,7,0,-0.03137762295161095
PRV52300,21,59160,2817.1428571428573,31000,13,0,-0.10950786898547815
PRV52302,46,136280,2962.608695652174,57000,13,0,-0.058361694341771186
PRV52303,392,347340,886.0714285714286,57000,152,0,0.12326545923165755
PRV52304,184,63120,343.0434782608696,6300,41,0,-0.091836259736154
PRV52306,15,7030,468.6666666666667,2400,11,0,-0.16957485064820582
PRV52307,175,806460,4608.342857142857,63000,90,1,0.11314386243944008
PRV52308,87,374760,4307.586206896552,44000,41,1,-0.023933972566253903
PRV52309,170,45340,266.7058823529412,3300,4,0,-0.14543914691736454
PRV52310,454,106790,235.2202643171806,5200,3,0,-0.06158360801560547
PRV52311,28,7770,277.5,1200,16,0,-0.16465798914418428
PRV52312,214,79810,372.9439252336449,3200,5,0,-0.1194322274772659
PRV52313,504,146700,291.07142857142856,4200,7,0,-0.05336625341472445
PRV52314,223,455180,2041.1659192825111,57000,95,0,0.06370090009683871
PRV52315,85,61930,728.5882352941177,15000,28,0,-0.12732205410917813
PRV52317,25,28590,1143.6,12000,15,0,-0.14708609837125886
PRV52318,39,10000,256.4102564102564,1600,24,0,-0.15308763796064634
PRV52319,30,7740,258.0,2600,19,0,-0.16825584418817308
PRV52320,366,874200,2388.5245901639346,57000,89,1,0.10293694776171602
PRV52321,150,390230,2601.5333333333333,46000,47,1,-0.006855816650928159
PRV52323,190,49770,261.94736842105266,3300,73,0,-0.05908683998489428
PRV52325,130,281800,2167.692307692308,32000,57,1,-0.021582703861577734
PRV52326,14,70770,5055.0,16000,6,0,-0.11012557362312625
PRV52328,35,19560,558.8571428571429,3300,15,0,-0.17118433954847884
PRV52331,61,68430,1121.8032786885246,13000,26,0,-0.12724679863310456
PRV52332,64,20650,322.65625,3500,46,0,-0.12018968155774984
PRV52334,67,113980,1701.1940298507463,34000,33,0,-0.08233433582639049
PRV52335,242,109870,454.0082644628099,22000,11,0,-0.09040593580939776
PRV52336,86,26960,313.48837209302326,3300,20,0,-0.161543286137243
PRV52337,773,205790,266.222509702458,8100,5,1,-0.00011362656523983272
PRV52340,1743,2540130,1457.3321858864028,57000,39,1,0.2225275147180078
PRV52341,135,45450,336.6666666666667,3300,70,0,-0.07099550560930151
PRV52342,218,652190,2991.697247706422,57000,76,0,0.056788175619307824
PRV52343,261,481840,1846.1302681992336,34000,10,1,-0.005590325631510185
PRV52344,130,272150,2093.4615384615386,22000,22,0,-0.0612689475936648
PRV52346,68,217540,3199.1176470588234,28000,37,0,-0.0605676052370811
PRV52347,397,715090,1801.2342569269522,100000,113,1,0.18354870758062136
PRV52348,67,102790,1534.179104477612,22000,10,0,-0.11892600303643974
PRV52349,99,20410,206.16161616161617,2100,57,0,-0.08442139229364776
PRV52350,40,38660,966.5,9000,15,0,-0.1551584767899421
PRV52351,425,103700,244.0,3300,113,0,0.05245757093715475
PRV52352,32,9660,301.875,2700,17,0,-0.1670944561117086
PRV52353,48,150420,3133.75,100000,23,0,0.0702072282256927
PRV52354,66,19400,293.93939393939394,3000,7,0,-0.17479090288345978
PRV52355,63,24170,383.6507936507937,3300,5,0,-0.17312960492146323
PRV52356,98,22350,228.0612244897959,2700,12,0,-0.1605359635999159
PRV52357,105,98830,941.2380952380952,15000,26,0,-0.10513605785110142
PRV52358,18,5180,287.77777777777777,800,9,0,-0.17132359503074435
PRV52359,107,426430,3985.3271028037375,30000,46,0,-0.019497989816266825
PRV52361,158,44230,279.9367088607595,3300,71,0,-0.06632536178525833
PRV52362,154,125630,815.7792207792207,35000,55,0,-0.04171754345533202
PRV52365,739,202130,273.51826792963465,3300,9,0,-0.010796179380918258
PRV52366,216,280880,1300.3703703703704,31000,62,0,-0.012858303123166714
PRV52367,297,156620,527.3400673400673,29000,49,0,-0.026441311017316393
PRV52369,547,163780,299.41499085923215,4400,27,0,-0.03250073092287842
PRV52371,72,17370,241.25,3300,18,0,-0.16650854514371977
PRV52372,124,292040,2355.1612903225805,27000,25,0,-0.05845201941010375
PRV52373,23,43710,1900.434782608696,24000,15,0,-0.11976326422626443
PRV52374,228,68780,301.6666666666667,3300,11,0,-0.1279899815599112
PRV52377,44,13700,311.3636363636364,2500,26,0,-0.15797907789669008
PRV52378,12,11920,993.3333333333334,7000,10,0,-0.15210525209260972
PRV52380,4,280,70.0,100,3,0,-0.16569677018019802
PRV52381,80,33460,418.25,3300,9,0,-0.16666171324480755
PRV52383,74,15540,210.0,1700,20,1,-0.15165618131638725
PRV52384,33,7880,238.7878787878788,3300,21,0,-0.16541999338479313
PRV52385,22,7140,324.54545454545456,3300,15,0,-0.17083802438925105
PRV52386,237,55300,233.33333333333331,3300,24,0,-0.1189773497740641
PRV52387,63,121740,1932.3809523809523,21000,30,0,-0.09929745156413833
PRV52389,171,44690,261.34502923976606,2500,86,0,-0.027022767121947955
PRV52390,36,6400,177.77777777777777,800,15,0,-0.16394435570695415
PRV52391,22,9030,410.45454545454544,3300,9,0,-0.17520660395528187
PRV52392,127,85980,677.007874015748,17000,13,0,-0.12246333423191169
PRV52393,91,197430,2169.56043956044,37000,9,0,-0.07415479790261525
PRV52394,118,55530,470.59322033898303,8000,45,0,-0.10331649149098882
PRV52395,912,268430,294.3311403508772,5100,27,0,0.04100901726388062
PRV52396,40,156300,3907.5,17000,19,1,-0.08953525669025081
PRV52397,8,1010,126.25,600,6,0,-0.16927631427844347
PRV52398,48,197890,4122.708333333333,99000,24,0,0.07126868575489675
PRV52399,434,118800,273.7327188940092,3300,6,0,-0.07347539840224193
PRV52400,231,64710,280.12987012987014,3300,7,0,-0.13109563500468724
PRV52401,141,78400,556.0283687943263,36000,24,0,-0.08400042085719533
PRV52402,209,577120,2761.33971291866,52000,1,0,0.021613531232337224
PRV52403,216,62760,290.55555555555554,10000,25,0,-0.10383529705186006
PRV52404,27,60610,2244.814814814815,18000,11,0,-0.1277019617435926
PRV52405,89,189070,2124.38202247191,29000,17,0,-0.0867653661828155
PRV52406,63,13420,213.015873015873,2800,8,0,-0.1729910157377566
PRV52407,43,15970,371.3953488372093,4080,5,0,-0.17063583668793825
PRV52408,29,4270,147.24137931034485,1000,12,0,-0.16301974552967052
PRV52409,16,2630,164.375,700,11,0,-0.16804359246312384
PRV52410,58,24310,419.13793103448273,3300,4,0,-0.17385087706801572
PRV52411,92,32010,347.9347826086956,2900,1,0,-0.16242057912011792
PRV52412,63,20340,322.85714285714283,3300,3,0,-0.1756046760039271
PRV52414,132,43600,330.3030303030303,3300,7,0,-0.15707572725637142
PRV52415,41,7500,182.9268292682927,2000,6,0,-0.1703160599896209
PRV52416,42,9650,229.7619047619048,1000,2,0,-0.1705774334121677
PRV52417,20,4210,210.5,1100,1,0,-0.17593712336512257
PRV52418,35,7730,220.8571428571429,1700,5,0,-0.1721290645510415
PRV52419,112,113470,1013.125,32000,14,0,-0.09620510103428986
PRV52420,141,78050,553.5460992907801,11080,3,1,-0.12642672196641214
PRV52421,95,33550,353.1578947368421,3300,6,0,-0.16468399665820338
PRV52422,58,26400,455.1724137931034,7200,7,0,-0.16391383219276834
PRV52423,54,11480,212.59259259259255,3000,7,0,-0.17352208110776907
PRV52425,23,3570,155.2173913043478,1200,3,0,-0.17558788436019301
PRV52427,19,36850,1939.4736842105265,18000,9,0,-0.13415632093854946
PRV52431,63,23850,378.57142857142856,2600,1,0,-0.16860630586318753
PRV52432,58,12780,220.3448275862069,3300,2,0,-0.17480497155966207
PRV52433,85,22060,259.52941176470586,2700,4,0,-0.16658824278157275
PRV52434,2,90,45.0,90,1,0,-0.1643446971450332
PRV52435,70,20420,291.7142857142857,2500,10,0,-0.17048905668647363
PRV52436,44,9980,226.8181818181818,2400,7,0,-0.172907886311846
PRV52437,43,11050,256.9767441860465,2400,11,0,-0.17263321653304275
PRV52439,121,29520,243.96694214876032,3300,1,0,-0.15547166409913332
PRV52440,12,4980,415.0,1700,1,0,-0.17439679044605977
PRV52441,94,20410,217.12765957446808,3300,1,0,-0.16289772191036545
PRV52443,1,10,10.0,10,1,0,-0.1613966994978372
PRV52445,5,102000,20400.0,43000,3,1,0.04819333626396083
PRV52446,10,129000,12900.0,57000,1,0,0.004545865551618511
PRV52448,2,170,85.0,100,2,0,-0.16635716165739384
PRV52449,6,126000,21000.0,61000,5,0,0.07672968238542321
PRV52450,298,81540,273.6241610738255,4500,14,0,-0.10001350924725666
PRV52451,20,11130,556.5,3300,1,0,-0.17380921716858017
PRV52452,274,87650,319.8905109489051,12000,6,0,-0.09714965956288768
PRV52453,1,20,20.0,20,1,0,-0.16226320584875265
PRV52454,15,1450,96.66666666666669,300,1,0,-0.1714960831593108
PRV52455,76,24200,318.42105263157896,2200,2,0,-0.15990504968044356
PRV52456,7,1370,195.7142857142857,700,1,0,-0.17492407472983856
PRV52457,9,117000,13000.0,30000,5,0,-0.025607752314681542
PRV52458,1,27000,27000.0,27000,1,0,0.07362300343933315
PRV52459,50,505900,10118.0,45000,3,0,0.02533986023098156
PRV52460,13,90000,6923.076923076923,20000,2,0,-0.08824983392291036
PRV52461,7,48000,6857.142857142857,11000,1,0,-0.08963182778341494
PRV52462,2,16000,8000.0,11000,1,0,-0.08098200853579468
PRV52463,1,5000,5000.0,5000,1,0,-0.10578517511379792
PRV52464,2,12000,6000.0,8000,1,0,-0.0956839782982487
PRV52466,13,139000,10692.307692307691,38000,1,0,-0.035995980129637783
PRV52467,103,183660,1783.106796116505,123000,49,1,0.09921087530883099
PRV52468,21,32450,1545.2380952380952,18000,14,0,-0.1327955165968875
PRV52469,184,104420,567.5,13000,36,0,-0.08646053328057474
PRV52470,3,270,90.0,100,3,0,-0.16554250168902956
PRV52471,8,1640,205.0,700,6,0,-0.17214009234095495
PRV52472,61,203810,3341.147540983606,47000,37,0,-0.0478092975973195
PRV52473,4,3870,967.5,1700,4,0,-0.14907218437911762
PRV52474,37,228770,6182.972972972973,57000,19,0,-0.04140513777680738
PRV52476,26,87300,3357.692307692308,47000,16,0,-0.0773834988678666
PRV52478,55,31700,576.3636363636364,6000,27,0,-0.14649970907155363
PRV52480,30,44350,1478.3333333333333,15000,20,0,-0.1340728919712339
PRV52482,1,40,40.0,40,1,0,-0.1628659375466221
PRV52483,223,52110,233.67713004484304,5900,3,0,-0.11907184758220046
PRV52484,13,1570,120.76923076923076,600,7,0,-0.16988583156594622
PRV52485,5,1580,316.0,700,2,0,-0.17350146843251824
PRV52486,69,22140,320.8695652173913,4800,7,0,-0.16620758473850927
PRV52487,177,51030,288.3050847457627,3300,5,0,-0.14427762398856936
PRV52488,183,44710,244.3169398907104,3300,5,0,-0.14146030498860057
PRV52490,17,4990,293.52941176470586,1900,2,0,-0.17763870652434854
PRV52491,63,16580,263.1746031746032,2000,3,0,-0.16639955684783203
PRV52492,34,7810,229.7058823529412,1400,6,0,-0.17285262426725223
PRV52493,16,3970,248.125,1600,3,0,-0.17771755355976532
PRV52494,1,20,20.0,20,1,0,-0.16226320584875265
PRV52495,15,98800,6586.666666666667,16000,6,0,-0.0891597358954096
PRV52497,30,59240,1974.6666666666667,19000,13,1,-0.13204371697888362
PRV52499,157,164670,1048.8535031847134,47000,68,0,-0.00806588983544032
PRV52500,126,86310,685.0,17000,59,0,-0.06372593512294605
PRV52501,19,4840,254.73684210526315,2200,13,0,-0.1686857235933774
PRV52502,119,260900,2192.436974789916,57000,36,1,-0.031571646423235455
PRV52503,78,72800,933.3333333333334,18000,35,0,-0.10366417011733692
PRV52504,40,114180,2854.5,17000,14,1,-0.11028091117699357
PRV52506,13,2190,168.46153846153845,900,9,0,-0.17039994099821104
PRV52507,29,7250,250.0,1100,15,0,-0.16557479986047813
PRV52508,37,30640,828.1081081081081,14000,26,0,-0.1320367303804783
PRV52509,63,113850,1807.142857142857,57000,19,0,-0.060601002257079095
PRV52510,26,4240,163.07692307692307,1200,12,0,-0.16629155248066063
PRV52511,246,720280,2927.967479674797,57000,81,1,0.06852909072556757
PRV52512,31,6090,196.4516129032258,1600,2,0,-0.1736595877535161
PRV52513,20,3870,193.5,2000,9,0,-0.1701418864776424
PRV52514,15,6600,440.0,3300,8,0,-0.17597350697900227
PRV52515,17,2450,144.11764705882354,1700,5,0,-0.17046592333616217
PRV52517,32,10910,340.9375,3000,14,0,-0.1723512128369578
PRV52518,51,72340,1418.4313725490197,57000,21,0,-0.06570713593361072
PRV52519,100,137180,1371.8,27000,7,0,-0.09679318890423289
PRV52520,121,39910,329.8347107438017,3300,6,0,-0.15834632894392964
PRV52521,113,25000,221.2389380530973,3000,26,0,-0.14392759333256328
PRV52523,3,480,160.0,400,3,0,-0.17080226431823325
PRV52525,2,150,75.0,90,1,0,-0.1666290514623559
PRV52526,1,90,90.0,90,1,0,-0.16569197976991612
PRV52527,160,48730,304.5625,3300,1,0,-0.14591092675823064
PRV52528,26,6460,248.46153846153845,2000,9,0,-0.17304739432496413
PRV52529,12,2120,176.66666666666666,700,5,0,-0.17533146883177525
PRV52530,10,5210,521.0,3000,6,0,-0.17478819740546092
PRV52531,5,2970,594.0,2400,3,0,-0.16993029472330606
PRV52532,16,2550,159.375,1300,12,0,-0.1654704911184639
PRV52533,43,7380,171.6279069767442,900,14,0,-0.16357223500755486
PRV52535,18,7200,400.0,2300,7,0,-0.17259259420187062
PRV52536,1,14000,14000.0,14000,1,0,-0.016895072837360636
PRV52537,1,57000,57000.0,57000,1,0,0.12340736350003567
PRV52539,14,4450,317.85714285714283,1200,2,0,-0.17680371395140354
PRV52540,7,3370,481.4285714285714,1400,1,0,-0.17082490141486562
PRV52541,5,41000,8200.0,16000,5,0,-0.08283958867298119
PRV52542,62,15920,256.7741935483871,3300,2,0,-0.1759730848219443
PRV52543,171,47550,278.0701754385965,3300,8,0,-0.14700184571867864
PRV52544,6,34000,5666.666666666667,18000,1,0,-0.10217436357093951
PRV52545,13,1460,112.3076923076923,400,3,0,-0.17364596173102181
PRV52547,2,3020,1510.0,3000,1,0,-0.14951144292643764
PRV52548,15,38750,2583.333333333333,12000,13,0,-0.12831131398280998
PRV52549,156,97160,622.8205128205128,18000,12,0,-0.11605599474947803
PRV52551,5,920,184.0,400,3,0,-0.17329324436622007
PRV52552,55,119870,2179.454545454545,27000,40,0,-0.07659148134963878
PRV52553,8,62320,7790.0,25000,8,0,-0.08093058326773156
PRV52554,13,1970,151.53846153846155,500,9,0,-0.16637272274995668
PRV52555,7,3600,514.2857142857143,3300,6,0,-0.17288123223150753
PRV52556,115,464760,4041.391304347826,55000,81,0,0.05261654130908511
PRV52557,11,970,88.18181818181819,300,9,0,-0.16313652652570887
PRV52558,494,140900,285.2226720647773,3300,2,0,-0.054913616963712775
PRV52559,359,90740,252.7576601671309,3300,7,0,-0.08676016855074231
PRV52560,503,145450,289.16500994035783,4060,1,0,-0.04674574456504771
PRV52561,280,128900,460.3571428571428,14010,1,0,-0.0759378343768502
